----------Creating Processes----------
Process: P0 	Size: 31 	Arrival Time: 44 	Run Time: 2 
[0:036.1] Process: P71, Page Referenced: 1, Page-in-memory: 77
[0:036.1] Process: P46, Page Referenced: 15, Page-in-memory: 4
[0:036.1] Process: P80, Page Referenced: 10, Page-in-memory: 51, Process Evicted: 141
[0:036.1] Process: P135, Page Referenced: 7, Page-in-memory: 43
[0:036.1] Process: P147, Page Referenced: 14, Page-in-memory: 52, Process Evicted: 141
[0:036.1] Process: P45, Exit, Size: 17, Service Duration: 1
Memory-map: P11P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P49P141P49P141P141P65P141P65P141P65P141P65P65P141P71P71P87P141P71P87P141P87P87P87P71P87P32P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:036.1] Process: P11, Page Referenced: 6, Page-in-memory: 53, Process Evicted: 49
[0:036.1] Process: P70, Enter, Size: 5, Service Duration: 3
Memory-map: P70P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P141P49P141P141P65P141P65P141P65P141P65P65P141P71P71P87P141P71P87P141P87P87P87P71P87P32P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:036.2] Process: P71, Page Referenced: 2, Page-in-memory: 71
[0:036.2] Process: P46, Page Referenced: 8, Page-in-memory: 54, Process Evicted: 141
[0:036.2] Process: P80, Exit, Size: 17, Service Duration: 2
Memory-map: P70P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P49P141P141P65P141P65P141P65P141P65P65P141P71P71P87P141P71P87P141P87P87P87P71P87P32P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:036.2] Process: P135, Page Referenced: 3, Page-in-memory: 55, Process Evicted: 49
[0:036.2] Process: P147, Page Referenced: 15, Page-in-memory: 50
[0:036.2] Process: P11, Page Referenced: 5, Page-in-memory: 56, Process Evicted: 141
[0:036.2] Process: P70, Page Referenced: 4, Page-in-memory: 57, Process Evicted: 141
[0:036.2] Process: P134, Enter, Size: 31, Service Duration: 1
Memory-map: P134P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P65P141P65P141P65P141P65P65P141P71P71P87P141P71P87P141P87P87P87P71P87P32P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:036.3] Process: P71, Page Referenced: 3, Page-in-memory: 86
[0:036.3] Process: P46, Page Referenced: 2, Page-in-memory: 97
[0:036.3] Process: P135, Exit, Size: 31, Service Duration: 2
Memory-map: P134P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P65P141P65P141P65P141P65P65P141P71P71P87P141P71P87P141P87P87P87P71P87P32P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:036.3] Process: P147, Page Referenced: 16, Page-in-memory: 48
[0:036.3] Process: P11, Page Referenced: 1, Page-in-memory: 58, Process Evicted: 65
[0:036.3] Process: P70, Page Referenced: 0, Page-in-memory: 0
[0:036.3] Process: P134, Page Referenced: 30, Page-in-memory: 59, Process Evicted: 141
[0:036.4] Process: P71, Page Referenced: 2, Page-in-memory: 71
[0:036.4] Process: P46, Page Referenced: 0, Page-in-memory: 0
[0:036.4] Process: P147, Page Referenced: 16, Page-in-memory: 48
[0:036.4] Process: P11, Page Referenced: 15, Page-in-memory: 60, Process Evicted: 65
[0:036.4] Process: P70, Page Referenced: 3, Page-in-memory: 61, Process Evicted: 141
[0:036.4] Process: P134, Page Referenced: 31, Page-in-memory: 62, Process Evicted: 65
[0:036.5] Process: P71, Page Referenced: 0, Page-in-memory: 0
[0:036.5] Process: P46, Page Referenced: 0, Page-in-memory: 0
[0:036.5] Process: P147, Page Referenced: 17, Page-in-memory: 63, Process Evicted: 141
[0:036.5] Process: P11, Page Referenced: 14, Page-in-memory: 64, Process Evicted: 65
[0:036.5] Process: P70, Page Referenced: 3, Page-in-memory: 61
[0:036.5] Process: P134, Page Referenced: 10, Page-in-memory: 65, Process Evicted: 65
[0:036.6] Process: P71, Page Referenced: 2, Page-in-memory: 71
[0:036.6] Process: P46, Page Referenced: 1, Page-in-memory: 98
[0:036.6] Process: P147, Page Referenced: 4, Page-in-memory: 66, Process Evicted: 141
[0:036.6] Process: P11, Page Referenced: 13, Page-in-memory: 67, Process Evicted: 71
[0:036.6] Process: P70, Page Referenced: 2, Page-in-memory: 68, Process Evicted: 71
[0:036.6] Process: P134, Page Referenced: 11, Page-in-memory: 69, Process Evicted: 87
[0:036.7] Process: P71, Page Referenced: 3, Page-in-memory: 86
[0:036.7] Process: P46, Page Referenced: 1, Page-in-memory: 98
[0:036.7] Process: P147, Page Referenced: 5, Page-in-memory: 70, Process Evicted: 141
[0:036.7] Process: P11, Page Referenced: 3, Page-in-memory: 71, Process Evicted: 71
[0:036.7] Process: P70, Page Referenced: 0, Page-in-memory: 0
[0:036.7] Process: P134, Page Referenced: 13, Page-in-memory: 72, Process Evicted: 87
[0:036.8] Process: P71, Page Referenced: 3, Page-in-memory: 86
[0:036.8] Process: P46, Page Referenced: 6, Page-in-memory: 73, Process Evicted: 141
[0:036.8] Process: P147, Page Referenced: 4, Page-in-memory: 66
[0:036.8] Process: P11, Page Referenced: 0, Page-in-memory: 0
[0:036.8] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:036.8] Process: P134, Page Referenced: 9, Page-in-memory: 74, Process Evicted: 87
[0:036.9] Process: P71, Page Referenced: 4, Page-in-memory: 67
[0:036.9] Process: P46, Page Referenced: 5, Page-in-memory: 26
[0:036.9] Process: P147, Page Referenced: 5, Page-in-memory: 70
[0:036.9] Process: P11, Page Referenced: 14, Page-in-memory: 64
[0:036.9] Process: P70, Page Referenced: 3, Page-in-memory: 61
[0:036.9] Process: P134, Page Referenced: 8, Page-in-memory: 75, Process Evicted: 87
[0:037.0] Process: P71, Page Referenced: 5, Page-in-memory: 68
[0:037.0] Process: P46, Page Referenced: 7, Page-in-memory: 76, Process Evicted: 87
[0:037.0] Process: P147, Page Referenced: 8, Page-in-memory: 77, Process Evicted: 71
[0:037.0] Process: P11, Page Referenced: 14, Page-in-memory: 64
[0:037.0] Process: P70, Page Referenced: 1, Page-in-memory: 78, Process Evicted: 87
[0:037.0] Process: P134, Page Referenced: 5, Page-in-memory: 79, Process Evicted: 32
[0:037.0] Process: P61, Enter, Size: 5, Service Duration: 5
Memory-map: P61P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:037.1] Process: P71, Exit, Size: 5, Service Duration: 5
Memory-map: P61P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P87P32P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:037.1] Process: P46, Page Referenced: 7, Page-in-memory: 76
[0:037.1] Process: P147, Page Referenced: 9, Page-in-memory: 80, Process Evicted: 87
[0:037.1] Process: P11, Page Referenced: 15, Page-in-memory: 60
[0:037.1] Process: P70, Page Referenced: 1, Page-in-memory: 78
[0:037.1] Process: P134, Page Referenced: 5, Page-in-memory: 79
[0:037.1] Process: P61, Page Referenced: 3, Page-in-memory: 81, Process Evicted: 32
[0:037.1] Process: P64, Enter, Size: 11, Service Duration: 1
Memory-map: P64P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:037.2] Process: P46, Exit, Size: 17, Service Duration: 4
Memory-map: P64P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P46P141P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:037.2] Process: P147, Page Referenced: 10, Page-in-memory: 17
[0:037.2] Process: P11, Page Referenced: 14, Page-in-memory: 64
[0:037.2] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:037.2] Process: P134, Page Referenced: 6, Page-in-memory: 82, Process Evicted: 46
[0:037.2] Process: P61, Page Referenced: 3, Page-in-memory: 81
[0:037.2] Process: P64, Page Referenced: 8, Page-in-memory: 83, Process Evicted: 141
[0:037.2] Process: P85, Enter, Size: 17, Service Duration: 2
Memory-map: P85P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:037.3] Process: P147, Page Referenced: 11, Page-in-memory: 12
[0:037.3] Process: P11, Page Referenced: 15, Page-in-memory: 60
[0:037.3] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:037.3] Process: P134, Exit, Size: 31, Service Duration: 1
Memory-map: P85P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P46P136P71P32P46P136P32P46P141P136P87P46P87P46P46P2
[0:037.3] Process: P61, Page Referenced: 2, Page-in-memory: 84, Process Evicted: 46
[0:037.3] Process: P64, Page Referenced: 10, Page-in-memory: 85, Process Evicted: 136
[0:037.3] Process: P85, Page Referenced: 1, Page-in-memory: 86, Process Evicted: 71
[0:037.4] Process: P147, Page Referenced: 1, Page-in-memory: 24
[0:037.4] Process: P11, Page Referenced: 15, Page-in-memory: 60
[0:037.4] Process: P70, Page Referenced: 3, Page-in-memory: 61
[0:037.4] Process: P61, Page Referenced: 4, Page-in-memory: 87, Process Evicted: 32
[0:037.4] Process: P64, Page Referenced: 9, Page-in-memory: 88, Process Evicted: 46
[0:037.4] Process: P85, Page Referenced: 2, Page-in-memory: 89, Process Evicted: 136
[0:037.5] Process: P147, Page Referenced: 1, Page-in-memory: 24
[0:037.5] Process: P11, Page Referenced: 14, Page-in-memory: 64
[0:037.5] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:037.5] Process: P61, Page Referenced: 0, Page-in-memory: 0
[0:037.5] Process: P64, Page Referenced: 8, Page-in-memory: 83
[0:037.5] Process: P85, Page Referenced: 1, Page-in-memory: 86
[0:037.6] Process: P147, Page Referenced: 2, Page-in-memory: 90, Process Evicted: 32
[0:037.6] Process: P11, Page Referenced: 0, Page-in-memory: 0
[0:037.6] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:037.6] Process: P61, Page Referenced: 3, Page-in-memory: 81
[0:037.6] Process: P64, Page Referenced: 7, Page-in-memory: 91, Process Evicted: 46
[0:037.6] Process: P85, Page Referenced: 1, Page-in-memory: 86
[0:037.7] Process: P147, Page Referenced: 1, Page-in-memory: 24
[0:037.7] Process: P11, Page Referenced: 1, Page-in-memory: 58
[0:037.7] Process: P70, Page Referenced: 4, Page-in-memory: 57
[0:037.7] Process: P61, Page Referenced: 0, Page-in-memory: 0
[0:037.7] Process: P64, Page Referenced: 10, Page-in-memory: 85
[0:037.7] Process: P85, Page Referenced: 2, Page-in-memory: 89
[0:037.8] Process: P147, Page Referenced: 2, Page-in-memory: 90
[0:037.8] Process: P11, Page Referenced: 1, Page-in-memory: 58
[0:037.8] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:037.8] Process: P61, Page Referenced: 4, Page-in-memory: 87
[0:037.8] Process: P64, Page Referenced: 5, Page-in-memory: 92, Process Evicted: 141
[0:037.8] Process: P85, Page Referenced: 5, Page-in-memory: 93, Process Evicted: 136
[0:037.9] Process: P147, Page Referenced: 2, Page-in-memory: 90
[0:037.9] Process: P11, Page Referenced: 1, Page-in-memory: 58
[0:037.9] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:037.9] Process: P61, Page Referenced: 1, Page-in-memory: 94, Process Evicted: 87
[0:037.9] Process: P64, Page Referenced: 8, Page-in-memory: 83
[0:037.9] Process: P85, Page Referenced: 6, Page-in-memory: 95, Process Evicted: 46
[0:038.0] Process: P147, Page Referenced: 15, Page-in-memory: 50
[0:038.0] Process: P11, Page Referenced: 2, Page-in-memory: 96, Process Evicted: 87
[0:038.0] Process: P70, Page Referenced: 4, Page-in-memory: 57
[0:038.0] Process: P61, Page Referenced: 0, Page-in-memory: 0
[0:038.0] Process: P64, Page Referenced: 8, Page-in-memory: 83
[0:038.0] Process: P85, Page Referenced: 7, Page-in-memory: 97, Process Evicted: 46
[0:038.0] Process: P4, Enter, Size: 31, Service Duration: 1
Memory-map: P4P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P46P2
[0:038.1] Process: P147, Page Referenced: 14, Page-in-memory: 52
[0:038.1] Process: P11, Exit, Size: 17, Service Duration: 2
Memory-map: P4P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P46P2
[0:038.1] Process: P70, Page Referenced: 1, Page-in-memory: 78
[0:038.1] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:038.1] Process: P64, Page Referenced: 10, Page-in-memory: 85
[0:038.1] Process: P85, Page Referenced: 6, Page-in-memory: 95
[0:038.1] Process: P4, Page Referenced: 14, Page-in-memory: 98, Process Evicted: 46
[0:038.1] Process: P89, Enter, Size: 31, Service Duration: 5
Memory-map: P89P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P2
[0:038.2] Process: P147, Page Referenced: 16, Page-in-memory: 48
[0:038.2] Process: P70, Page Referenced: 1, Page-in-memory: 78
[0:038.2] Process: P61, Page Referenced: 4, Page-in-memory: 87
[0:038.2] Process: P64, Exit, Size: 11, Service Duration: 1
Memory-map: P89P2P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P2
[0:038.2] Process: P85, Page Referenced: 7, Page-in-memory: 97
[0:038.2] Process: P4, Page Referenced: 13, Page-in-memory: 99, Process Evicted: 2
[0:038.2] Process: P89, Page Referenced: 30, Page-in-memory: 1, Process Evicted: 2
[0:038.2] Process: P101, Enter, Size: 31, Service Duration: 1
Memory-map: P101P89P80P87P46P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:038.3] Process: P147, Page Referenced: 12, Page-in-memory: 2, Process Evicted: 80
[0:038.3] Process: P70, Page Referenced: 4, Page-in-memory: 57
[0:038.3] Process: P61, Page Referenced: 4, Page-in-memory: 87
[0:038.3] Process: P85, Page Referenced: 7, Page-in-memory: 97
[0:038.3] Process: P4, Page Referenced: 14, Page-in-memory: 98
[0:038.3] Process: P89, Page Referenced: 29, Page-in-memory: 3, Process Evicted: 87
[0:038.3] Process: P101, Page Referenced: 4, Page-in-memory: 4, Process Evicted: 46
[0:038.4] Process: P147, Exit, Size: 17, Service Duration: 4
Memory-map: P101P89P147P89P101P2P80P135P46P2P80P135P147P32P2P80P135P147P2P80P2P80P87P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:038.4] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:038.4] Process: P61, Page Referenced: 3, Page-in-memory: 81
[0:038.4] Process: P85, Page Referenced: 16, Page-in-memory: 5, Process Evicted: 2
[0:038.4] Process: P4, Page Referenced: 15, Page-in-memory: 6, Process Evicted: 80
[0:038.4] Process: P89, Page Referenced: 29, Page-in-memory: 3
[0:038.4] Process: P101, Page Referenced: 3, Page-in-memory: 7, Process Evicted: 135
[0:038.5] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:038.5] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:038.5] Process: P85, Page Referenced: 1, Page-in-memory: 86
[0:038.5] Process: P4, Page Referenced: 14, Page-in-memory: 98
[0:038.5] Process: P89, Page Referenced: 28, Page-in-memory: 8, Process Evicted: 46
[0:038.5] Process: P101, Page Referenced: 20, Page-in-memory: 9, Process Evicted: 2
[0:038.6] Process: P70, Page Referenced: 2, Page-in-memory: 68
[0:038.6] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:038.6] Process: P85, Page Referenced: 2, Page-in-memory: 89
[0:038.6] Process: P4, Page Referenced: 25, Page-in-memory: 10, Process Evicted: 80
[0:038.6] Process: P89, Page Referenced: 3, Page-in-memory: 11, Process Evicted: 135
[0:038.6] Process: P101, Page Referenced: 19, Page-in-memory: 12, Process Evicted: 147
[0:038.7] Process: P70, Page Referenced: 1, Page-in-memory: 78
[0:038.7] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:038.7] Process: P85, Page Referenced: 3, Page-in-memory: 13, Process Evicted: 32
[0:038.7] Process: P4, Page Referenced: 26, Page-in-memory: 14, Process Evicted: 2
[0:038.7] Process: P89, Page Referenced: 4, Page-in-memory: 15, Process Evicted: 80
[0:038.7] Process: P101, Page Referenced: 21, Page-in-memory: 16, Process Evicted: 135
[0:038.8] Process: P70, Page Referenced: 0, Page-in-memory: 0
[0:038.8] Process: P61, Page Referenced: 1, Page-in-memory: 94
[0:038.8] Process: P85, Page Referenced: 3, Page-in-memory: 13
[0:038.8] Process: P4, Page Referenced: 25, Page-in-memory: 10
[0:038.8] Process: P89, Page Referenced: 1, Page-in-memory: 17, Process Evicted: 147
[0:038.8] Process: P101, Page Referenced: 30, Page-in-memory: 18, Process Evicted: 2
[0:038.9] Process: P70, Page Referenced: 4, Page-in-memory: 57
[0:038.9] Process: P61, Page Referenced: 1, Page-in-memory: 94
[0:038.9] Process: P85, Page Referenced: 2, Page-in-memory: 89
[0:038.9] Process: P4, Page Referenced: 28, Page-in-memory: 19, Process Evicted: 80
[0:038.9] Process: P89, Page Referenced: 2, Page-in-memory: 20, Process Evicted: 2
[0:038.9] Process: P101, Page Referenced: 29, Page-in-memory: 21, Process Evicted: 80
[0:039.0] Process: P70, Page Referenced: 3, Page-in-memory: 61
[0:039.0] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:039.0] Process: P85, Page Referenced: 2, Page-in-memory: 89
[0:039.0] Process: P4, Page Referenced: 27, Page-in-memory: 22, Process Evicted: 87
[0:039.0] Process: P89, Page Referenced: 2, Page-in-memory: 20
[0:039.0] Process: P101, Page Referenced: 29, Page-in-memory: 21
[0:039.0] Process: P105, Enter, Size: 5, Service Duration: 3
Memory-map: P105P89P147P89P101P85P4P101P89P101P4P89P101P85P4P89P101P89P101P4P89P101P4P80P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:039.1] Process: P70, Page Referenced: 3, Page-in-memory: 61
[0:039.1] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:039.1] Process: P85, Page Referenced: 8, Page-in-memory: 23, Process Evicted: 80
[0:039.1] Process: P4, Exit, Size: 31, Service Duration: 1
Memory-map: P105P89P147P89P101P85P4P101P89P101P4P89P101P85P4P89P101P89P101P4P89P101P4P85P147P87P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:039.1] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:039.1] Process: P101, Page Referenced: 28, Page-in-memory: 24, Process Evicted: 147
[0:039.1] Process: P105, Page Referenced: 1, Page-in-memory: 25, Process Evicted: 87
[0:039.2] Process: P70, Exit, Size: 5, Service Duration: 3
Memory-map: P105P89P147P89P101P85P4P101P89P101P4P89P101P85P4P89P101P89P101P4P89P101P4P85P101P105P46P135P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:039.2] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:039.2] Process: P85, Page Referenced: 7, Page-in-memory: 97
[0:039.2] Process: P89, Page Referenced: 11, Page-in-memory: 26, Process Evicted: 46
[0:039.2] Process: P101, Page Referenced: 27, Page-in-memory: 27, Process Evicted: 135
[0:039.2] Process: P105, Page Referenced: 1, Page-in-memory: 25
[0:039.3] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:039.3] Process: P85, Exit, Size: 17, Service Duration: 2
Memory-map: P105P89P147P89P101P85P4P101P89P101P4P89P101P85P4P89P101P89P101P4P89P101P4P85P101P105P89P101P46P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:039.3] Process: P89, Page Referenced: 10, Page-in-memory: 28, Process Evicted: 46
[0:039.3] Process: P101, Exit, Size: 31, Service Duration: 1
Memory-map: P105P89P147P89P101P85P4P101P89P101P4P89P101P85P4P89P101P89P101P4P89P101P4P85P101P105P89P101P89P80P147P45P147P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:039.3] Process: P105, Page Referenced: 1, Page-in-memory: 25
[0:039.4] Process: P61, Page Referenced: 0, Page-in-memory: 0
[0:039.4] Process: P89, Page Referenced: 11, Page-in-memory: 26
[0:039.4] Process: P105, Page Referenced: 0, Page-in-memory: 0
[0:039.5] Process: P61, Page Referenced: 0, Page-in-memory: 0
[0:039.5] Process: P89, Page Referenced: 10, Page-in-memory: 28
[0:039.5] Process: P105, Page Referenced: 3, Page-in-memory: 29, Process Evicted: 80
[0:039.6] Process: P61, Page Referenced: 1, Page-in-memory: 94
[0:039.6] Process: P89, Page Referenced: 9, Page-in-memory: 30, Process Evicted: 147
[0:039.6] Process: P105, Page Referenced: 0, Page-in-memory: 0
[0:039.7] Process: P61, Page Referenced: 4, Page-in-memory: 87
[0:039.7] Process: P89, Page Referenced: 29, Page-in-memory: 3
[0:039.7] Process: P105, Page Referenced: 4, Page-in-memory: 31, Process Evicted: 45
[0:039.8] Process: P61, Page Referenced: 0, Page-in-memory: 0
[0:039.8] Process: P89, Page Referenced: 2, Page-in-memory: 20
[0:039.8] Process: P105, Page Referenced: 3, Page-in-memory: 29
[0:039.9] Process: P61, Page Referenced: 4, Page-in-memory: 87
[0:039.9] Process: P89, Page Referenced: 3, Page-in-memory: 11
[0:039.9] Process: P105, Page Referenced: 3, Page-in-memory: 29
[0:040.0] Process: P61, Page Referenced: 5, Page-in-memory: 32, Process Evicted: 147
[0:040.0] Process: P89, Page Referenced: 0, Page-in-memory: 0
[0:040.0] Process: P105, Page Referenced: 4, Page-in-memory: 31
[0:040.0] Process: P39, Enter, Size: 31, Service Duration: 4
Memory-map: P39P89P147P89P101P85P4P101P89P101P4P89P101P85P4P89P101P89P101P4P89P101P4P85P101P105P89P101P89P105P89P105P61P45P80P46P45P46P45P46P80P135P45P135P45P46P135P45P147P80P147P80P147P11P46P135P11P70P11P134P11P70P134P147P11P134P147P11P70P134P147P11P134P46P134P134P46P147P70P134P147P61P134P64P61P64P85P61P64P85P147P64P64P85P61P85P11P85P4P4
[0:040.1] Process: P61, Page Referenced: 2, Page-in-memory: 84
[0:040.1] Process: P89, Page Referenced: 1, Page-in-memory: 17
[0:040.1] Process: P105, Page Referenced: 1, Page-in-memory: 25
[0:040.1] Process: P39, Page Referenced: 0, Page-in-memory: 0
[0:040.1] Process: P66, Enter, Size: 11, Service Duration: 3
