----------Creating Processes----------
Process: A 	Size: 17 	Arrival Time: 5 	Run Time: 5 
[0:07.6] Process: Y, Page Referenced: 16, Page-in-memory: 46
[0:07.6] Process: f, Page Referenced: 16, Page-in-memory: 57
[0:07.6] Process: A, Page Referenced: 10, Page-in-memory: 49
[0:07.6] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:07.6] Process: e, Page Referenced: 4, Page-in-memory: 60
[0:07.6] Process: q, Page Referenced: 0, Page-in-memory: 0
[0:07.6] Process: 2, Page Referenced: 1, Page-in-memory: 75
[0:07.7] Process: Y, Page Referenced: 1, Page-in-memory: 43
[0:07.7] Process: f, Page Referenced: 16, Page-in-memory: 57
[0:07.7] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:07.7] Process: E, Page Referenced: 4, Page-in-memory: 58
[0:07.7] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:07.7] Process: q, Page Referenced: 0, Page-in-memory: 0
[0:07.7] Process: 2, Page Referenced: 0, Page-in-memory: 0
[0:07.8] Process: Y, Page Referenced: 0, Page-in-memory: 0
[0:07.8] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:07.8] Process: A, Page Referenced: 4, Page-in-memory: 77, Process Evicted: .
[0:07.8] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:07.8] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:07.8] Process: q, Page Referenced: 1, Page-in-memory: 72
[0:07.8] Process: 2, Page Referenced: 1, Page-in-memory: 75
[0:07.9] Process: Y, Page Referenced: 1, Page-in-memory: 43
[0:07.9] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:07.9] Process: A, Page Referenced: 2, Page-in-memory: 78, Process Evicted: .
[0:07.9] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:07.9] Process: e, Page Referenced: 2, Page-in-memory: 79, Process Evicted: .
[0:07.9] Process: q, Page Referenced: 0, Page-in-memory: 0
[0:07.9] Process: 2, Page Referenced: 0, Page-in-memory: 0
[0:08.0] Process: Y, Page Referenced: 1, Page-in-memory: 43
[0:08.0] Process: f, Page Referenced: 16, Page-in-memory: 57
[0:08.0] Process: A, Page Referenced: 9, Page-in-memory: 47
[0:08.0] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:08.0] Process: e, Page Referenced: 2, Page-in-memory: 79
[0:08.0] Process: q, Page Referenced: 1, Page-in-memory: 72
[0:08.0] Process: 2, Page Referenced: 4, Page-in-memory: 73
[0:08.0] Process: h, Enter, Size: 11, Service Duration: 1
Memory-map: hVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAe....................
[0:08.1] Process: Y, Exit, Size: 17, Service Duration: 4
Memory-map: hVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAe....................
[0:08.1] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:08.1] Process: A, Page Referenced: 10, Page-in-memory: 49
[0:08.1] Process: E, Page Referenced: 4, Page-in-memory: 58
[0:08.1] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:08.1] Process: q, Page Referenced: 6, Page-in-memory: 80, Process Evicted: .
[0:08.1] Process: 2, Page Referenced: 2, Page-in-memory: 81, Process Evicted: .
[0:08.1] Process: h, Page Referenced: 10, Page-in-memory: 82, Process Evicted: .
[0:08.1] Process: t, Enter, Size: 5, Service Duration: 1
Memory-map: tVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2h.................
[0:08.2] Process: f, Exit, Size: 17, Service Duration: 4
Memory-map: tVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2h.................
[0:08.2] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:08.2] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:08.2] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:08.2] Process: q, Page Referenced: 6, Page-in-memory: 80
[0:08.2] Process: 2, Exit, Size: 5, Service Duration: 1
Memory-map: tVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2h.................
[0:08.2] Process: h, Page Referenced: 1, Page-in-memory: 83, Process Evicted: .
[0:08.2] Process: t, Page Referenced: 0, Page-in-memory: 0
[0:08.3] Process: A, Exit, Size: 11, Service Duration: 4
Memory-map: tVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hh................
[0:08.3] Process: E, Page Referenced: 4, Page-in-memory: 58
[0:08.3] Process: e, Page Referenced: 4, Page-in-memory: 60
[0:08.3] Process: q, Page Referenced: 0, Page-in-memory: 0
[0:08.3] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:08.3] Process: t, Page Referenced: 0, Page-in-memory: 0
[0:08.4] Process: E, Page Referenced: 4, Page-in-memory: 58
[0:08.4] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:08.4] Process: q, Page Referenced: 10, Page-in-memory: 71
[0:08.4] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:08.4] Process: t, Page Referenced: 2, Page-in-memory: 84, Process Evicted: .
[0:08.5] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:08.5] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:08.5] Process: q, Page Referenced: 10, Page-in-memory: 71
[0:08.5] Process: h, Page Referenced: 1, Page-in-memory: 83
[0:08.5] Process: t, Page Referenced: 3, Page-in-memory: 85, Process Evicted: .
[0:08.6] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:08.6] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:08.6] Process: q, Page Referenced: 2, Page-in-memory: 86, Process Evicted: .
[0:08.6] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:08.6] Process: t, Page Referenced: 1, Page-in-memory: 87, Process Evicted: .
[0:08.7] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:08.7] Process: e, Page Referenced: 2, Page-in-memory: 79
[0:08.7] Process: q, Page Referenced: 2, Page-in-memory: 86
[0:08.7] Process: h, Page Referenced: 10, Page-in-memory: 82
[0:08.7] Process: t, Page Referenced: 1, Page-in-memory: 87
[0:08.8] Process: E, Page Referenced: 4, Page-in-memory: 58
[0:08.8] Process: e, Page Referenced: 4, Page-in-memory: 60
[0:08.8] Process: q, Page Referenced: 2, Page-in-memory: 86
[0:08.8] Process: h, Page Referenced: 10, Page-in-memory: 82
[0:08.8] Process: t, Page Referenced: 0, Page-in-memory: 0
[0:08.9] Process: E, Page Referenced: 2, Page-in-memory: 63
[0:08.9] Process: e, Page Referenced: 4, Page-in-memory: 60
[0:08.9] Process: q, Page Referenced: 10, Page-in-memory: 71
[0:08.9] Process: h, Page Referenced: 10, Page-in-memory: 82
[0:08.9] Process: t, Page Referenced: 4, Page-in-memory: 88, Process Evicted: .
[0:09.0] Process: E, Page Referenced: 3, Page-in-memory: 67
[0:09.0] Process: e, Page Referenced: 4, Page-in-memory: 60
[0:09.0] Process: q, Page Referenced: 1, Page-in-memory: 72
[0:09.0] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:09.0] Process: t, Page Referenced: 4, Page-in-memory: 88
[0:09.0] Process: 5, Enter, Size: 11, Service Duration: 4
Memory-map: 5VVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt...........
[0:09.1] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:09.1] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:09.1] Process: q, Exit, Size: 11, Service Duration: 2
Memory-map: 5VVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt...........
[0:09.1] Process: h, Exit, Size: 11, Service Duration: 1
Memory-map: 5VVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt...........
[0:09.1] Process: t, Page Referenced: 4, Page-in-memory: 88
[0:09.1] Process: 5, Page Referenced: 2, Page-in-memory: 89, Process Evicted: .
[0:09.1] Process: l, Enter, Size: 17, Service Duration: 5
Memory-map: lVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt5..........
[0:09.2] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:09.2] Process: e, Exit, Size: 5, Service Duration: 4
Memory-map: lVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt5..........
[0:09.2] Process: t, Exit, Size: 5, Service Duration: 1
Memory-map: lVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt5..........
[0:09.2] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:09.2] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:09.3] Process: E, Page Referenced: 4, Page-in-memory: 58
[0:09.3] Process: 5, Page Referenced: 10, Page-in-memory: 90, Process Evicted: .
[0:09.3] Process: l, Page Referenced: 16, Page-in-memory: 91, Process Evicted: .
[0:09.4] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:09.4] Process: 5, Page Referenced: 1, Page-in-memory: 92, Process Evicted: .
[0:09.4] Process: l, Page Referenced: 4, Page-in-memory: 93, Process Evicted: .
[0:09.5] Process: E, Page Referenced: 2, Page-in-memory: 63
[0:09.5] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:09.5] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:09.6] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:09.6] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:09.6] Process: l, Page Referenced: 1, Page-in-memory: 94, Process Evicted: .
[0:09.7] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:09.7] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:09.7] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:09.8] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:09.8] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:09.8] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:09.9] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:09.9] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:09.9] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:010.0] Process: E, Page Referenced: 1, Page-in-memory: 59
[0:010.0] Process: 5, Page Referenced: 3, Page-in-memory: 95, Process Evicted: .
[0:010.0] Process: l, Page Referenced: 8, Page-in-memory: 96, Process Evicted: .
[0:010.0] Process: M, Enter, Size: 31, Service Duration: 3
Memory-map: MVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5l...
[0:010.1] Process: E, Exit, Size: 5, Service Duration: 5
Memory-map: MVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5l...
[0:010.1] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:010.1] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:010.1] Process: M, Page Referenced: 30, Page-in-memory: 97, Process Evicted: .
[0:010.1] Process: O, Enter, Size: 17, Service Duration: 5
Memory-map: OVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lM..
[0:010.2] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:010.2] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:010.2] Process: M, Page Referenced: 1, Page-in-memory: 98, Process Evicted: .
[0:010.2] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:010.2] Process: S, Enter, Size: 5, Service Duration: 4
Memory-map: SVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMM.
[0:010.3] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:010.3] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:010.3] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:010.3] Process: O, Page Referenced: 16, Page-in-memory: 99, Process Evicted: .
[0:010.3] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:010.3] Process: U, Enter, Size: 17, Service Duration: 3
Memory-map: UVVRRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:010.4] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:010.4] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:010.4] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:010.4] Process: O, Page Referenced: 12, Page-in-memory: 1, Process Evicted: V
[0:010.4] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:010.4] Process: U, Page Referenced: 9, Page-in-memory: 2, Process Evicted: V
[0:010.4] Process: i, Enter, Size: 5, Service Duration: 3
Memory-map: iOURRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:010.5] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:010.5] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:010.5] Process: M, Page Referenced: 1, Page-in-memory: 98
[0:010.5] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:010.5] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:010.5] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:010.5] Process: i, Page Referenced: 4, Page-in-memory: 3, Process Evicted: R
[0:010.5] Process: O, Enter, Size: 31, Service Duration: 4
Memory-map: OOUiRVRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:010.6] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:010.6] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:010.6] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:010.6] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:010.6] Process: S, Page Referenced: 3, Page-in-memory: 4, Process Evicted: R
[0:010.6] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:010.6] Process: i, Page Referenced: 1, Page-in-memory: 5, Process Evicted: V
[0:010.6] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:010.6] Process: E, Enter, Size: 31, Service Duration: 2
Memory-map: EOUiSiRVVRVm3m3RFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:010.7] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:010.7] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:010.7] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:010.7] Process: O, Page Referenced: 1, Page-in-memory: 6, Process Evicted: R
[0:010.7] Process: S, Page Referenced: 4, Page-in-memory: 7, Process Evicted: V
[0:010.7] Process: U, Page Referenced: 15, Page-in-memory: 8, Process Evicted: V
[0:010.7] Process: i, Page Referenced: 3, Page-in-memory: 9, Process Evicted: R
[0:010.7] Process: O, Page Referenced: 25, Page-in-memory: 10, Process Evicted: V
[0:010.7] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:010.8] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:010.8] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:010.8] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:010.8] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:010.8] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:010.8] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:010.8] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:010.8] Process: O, Page Referenced: 1, Page-in-memory: 11, Process Evicted: m
[0:010.8] Process: E, Page Referenced: 30, Page-in-memory: 12, Process Evicted: 3
[0:010.9] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:010.9] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:010.9] Process: M, Page Referenced: 4, Page-in-memory: 13, Process Evicted: m
[0:010.9] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:010.9] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:010.9] Process: U, Page Referenced: 1, Page-in-memory: 14, Process Evicted: 3
[0:010.9] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:010.9] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:010.9] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:011.0] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:011.0] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:011.0] Process: E, Page Referenced: 30, Page-in-memory: 12
[0:011.0] Process: A, Enter, Size: 17, Service Duration: 1
Memory-map: AOUiSiOSUiOOEMURFIFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:011.1] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:011.1] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:011.1] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:011.1] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:011.1] Process: S, Page Referenced: 1, Page-in-memory: 15, Process Evicted: R
[0:011.1] Process: U, Page Referenced: 14, Page-in-memory: 16, Process Evicted: F
[0:011.1] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:011.1] Process: O, Page Referenced: 17, Page-in-memory: 17, Process Evicted: I
[0:011.1] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:011.1] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:011.1] Process: a, Enter, Size: 5, Service Duration: 3
Memory-map: aOUiSiOSUiOOEMUSUOFIFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:011.2] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:011.2] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:011.2] Process: M, Page Referenced: 21, Page-in-memory: 18, Process Evicted: F
[0:011.2] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:011.2] Process: S, Page Referenced: 1, Page-in-memory: 15
[0:011.2] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:011.2] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:011.2] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:011.2] Process: E, Page Referenced: 1, Page-in-memory: 19, Process Evicted: I
[0:011.2] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:011.2] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:011.2] Process: f, Enter, Size: 17, Service Duration: 3
Memory-map: fOUiSiOSUiOOEMUSUOMEFIm3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:011.3] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:011.3] Process: l, Page Referenced: 2, Page-in-memory: 20, Process Evicted: F
[0:011.3] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:011.3] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:011.3] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:011.3] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:011.3] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:011.3] Process: O, Page Referenced: 1, Page-in-memory: 11
[0:011.3] Process: E, Page Referenced: 1, Page-in-memory: 19
[0:011.3] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:011.3] Process: a, Page Referenced: 4, Page-in-memory: 21, Process Evicted: I
[0:011.3] Process: f, Page Referenced: 1, Page-in-memory: 22, Process Evicted: m
[0:011.3] Process: 3, Enter, Size: 17, Service Duration: 2
Memory-map: 3OUiSiOSUiOOEMUSUOMElaf3Fm3IIzIzSS3RRSImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:011.4] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:011.4] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:011.4] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:011.4] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:011.4] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:011.4] Process: U, Page Referenced: 15, Page-in-memory: 8
[0:011.4] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:011.4] Process: O, Page Referenced: 29, Page-in-memory: 23, Process Evicted: 3
[0:011.4] Process: E, Page Referenced: 1, Page-in-memory: 19
[0:011.4] Process: A, Page Referenced: 1, Page-in-memory: 24, Process Evicted: F
[0:011.4] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:011.4] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:011.4] Process: 3, Page Referenced: 1, Page-in-memory: 25, Process Evicted: m
[0:011.5] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:011.5] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:011.5] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:011.5] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:011.5] Process: S, Page Referenced: 3, Page-in-memory: 4
[0:011.5] Process: U, Page Referenced: 16, Page-in-memory: 26, Process Evicted: 3
[0:011.5] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:011.5] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:011.5] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:011.5] Process: A, Page Referenced: 1, Page-in-memory: 24
[0:011.5] Process: a, Page Referenced: 1, Page-in-memory: 27, Process Evicted: I
[0:011.5] Process: f, Page Referenced: 16, Page-in-memory: 28, Process Evicted: I
[0:011.5] Process: 3, Page Referenced: 16, Page-in-memory: 29, Process Evicted: z
[0:011.6] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:011.6] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:011.6] Process: M, Page Referenced: 1, Page-in-memory: 98
[0:011.6] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:011.6] Process: S, Page Referenced: 2, Page-in-memory: 30, Process Evicted: I
[0:011.6] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:011.6] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:011.6] Process: O, Page Referenced: 30, Page-in-memory: 31, Process Evicted: z
[0:011.6] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:011.6] Process: A, Page Referenced: 13, Page-in-memory: 32, Process Evicted: S
[0:011.6] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:011.6] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:011.6] Process: 3, Page Referenced: 16, Page-in-memory: 29
[0:011.7] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:011.7] Process: l, Page Referenced: 2, Page-in-memory: 20
[0:011.7] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:011.7] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:011.7] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:011.7] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:011.7] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:011.7] Process: O, Page Referenced: 1, Page-in-memory: 11
[0:011.7] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:011.7] Process: A, Page Referenced: 1, Page-in-memory: 24
[0:011.7] Process: a, Page Referenced: 2, Page-in-memory: 33, Process Evicted: S
[0:011.7] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:011.7] Process: 3, Page Referenced: 16, Page-in-memory: 29
[0:011.8] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:011.8] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:011.8] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:011.8] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:011.8] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:011.8] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:011.8] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:011.8] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:011.8] Process: E, Page Referenced: 1, Page-in-memory: 19
[0:011.8] Process: A, Page Referenced: 1, Page-in-memory: 24
[0:011.8] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:011.8] Process: f, Page Referenced: 6, Page-in-memory: 34, Process Evicted: 3
[0:011.8] Process: 3, Page Referenced: 1, Page-in-memory: 25
[0:011.9] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:011.9] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:011.9] Process: M, Page Referenced: 10, Page-in-memory: 35, Process Evicted: R
[0:011.9] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:011.9] Process: S, Page Referenced: 1, Page-in-memory: 15
[0:011.9] Process: U, Page Referenced: 4, Page-in-memory: 36, Process Evicted: R
[0:011.9] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:011.9] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:011.9] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:011.9] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:011.9] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:011.9] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:011.9] Process: 3, Page Referenced: 16, Page-in-memory: 29
[0:012.0] Process: 5, Page Referenced: 2, Page-in-memory: 89
[0:012.0] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:012.0] Process: M, Page Referenced: 1, Page-in-memory: 98
[0:012.0] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:012.0] Process: S, Page Referenced: 1, Page-in-memory: 15
[0:012.0] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:012.0] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:012.0] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.0] Process: E, Page Referenced: 1, Page-in-memory: 19
[0:012.0] Process: A, Page Referenced: 16, Page-in-memory: 37, Process Evicted: S
[0:012.0] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:012.0] Process: f, Page Referenced: 16, Page-in-memory: 28
